"Gene","Non-unique Gene name","Annotation","No. isolates","No. sequences","Avg sequences per isolate","Genome Fragment","Order within Fragment","Accessory Fragment","Accessory Order with Fragment","QC","Min group size nuc","Max group size nuc","Avg group size nuc","GCF_002310475.1_ASM231047v1","GCF_010669245.1_ASM1066924v1","GCF_012219705.1_ASM1221970v1","GCF_012219925.1_ASM1221992v1","GCF_012220065.1_ASM1222006v1","GCF_012220405.1_ASM1222040v1"
"group_2856","","hypothetical protein","6","6","1","1","3096","","","","335","335","335","GCF_002310475.1_01758","GCF_010669245.1_00262","GCF_012219705.1_00768","GCF_012219925.1_00939","GCF_012220065.1_00741","GCF_012220405.1_00674"
"group_2857","","hypothetical protein","6","6","1","1","3046","","","","176","176","176","GCF_002310475.1_01692","GCF_010669245.1_00195","GCF_012219705.1_00703","GCF_012219925.1_00860","GCF_012220065.1_00677","GCF_012220405.1_00609"
"group_2858","","hypothetical protein","6","6","1","1","1110","","","","209","209","209","GCF_002310475.1_00512","GCF_010669245.1_00041","GCF_012219705.1_01867","GCF_012219925.1_02064","GCF_012220065.1_01758","GCF_012220405.1_01742"
"rpoZ","","DNA-directed RNA polymerase subunit omega","6","6","1","1","1500","","","","407","407","407","GCF_002310475.1_00638","GCF_010669245.1_02222","GCF_012219705.1_01999","GCF_012219925.1_02214","GCF_012220065.1_01884","GCF_012220405.1_01879"
"glnP","","putative glutamine ABC transporter permease protein GlnP","6","6","1","1","527","","","","668","668","668","GCF_002310475.1_00529","GCF_010669245.1_00023","GCF_012219705.1_01884","GCF_012219925.1_02081","GCF_012220065.1_01775","GCF_012220405.1_01759"
"glnQ_3","","Glutamine transport ATP-binding protein GlnQ","6","6","1","1","530","","","","740","740","740","GCF_002310475.1_00532","GCF_010669245.1_00020","GCF_012219705.1_01887","GCF_012219925.1_02084","GCF_012220065.1_01778","GCF_012220405.1_01762"
"group_2862","","hypothetical protein","6","6","1","1","1221","","","","260","260","260","GCF_002310475.1_01077","GCF_010669245.1_01697","GCF_012219705.1_00083","GCF_012219925.1_00059","GCF_012220065.1_00058","GCF_012220405.1_00059"
"rpsO","","30S ribosomal protein S15","6","6","1","1","2664","","","","269","269","269","GCF_002310475.1_00777","GCF_010669245.1_02090","GCF_012219705.1_02167","GCF_012219925.1_02366","GCF_012220065.1_02032","GCF_012220405.1_02005"
"gap","","Glyceraldehyde-3-phosphate dehydrogenase","6","6","1","1","1710","","","","1013","1013","1013","GCF_002310475.1_00807","GCF_010669245.1_02061","GCF_012219705.1_02196","GCF_012219925.1_02402","GCF_012220065.1_02064","GCF_012220405.1_02034"
"fus","","Elongation factor G","6","6","1","1","428","","","","2075","2075","2075","GCF_002310475.1_01186","GCF_010669245.1_01610","GCF_012219705.1_00211","GCF_012219925.1_02416","GCF_012220065.1_00153","GCF_012220405.1_00151"
"group_2866","","hypothetical protein","6","6","1","1","3753","","","","1097","1097","1097","GCF_002310475.1_00338","GCF_010669245.1_01018","GCF_012219705.1_01694","GCF_012219925.1_01797","GCF_012220065.1_01594","GCF_012220405.1_01575"
"rplV","","50S ribosomal protein L22","6","6","1","1","1643","","","","344","344","344","GCF_002310475.1_00847","GCF_010669245.1_02019","GCF_012219705.1_02236","GCF_012219925.1_00337","GCF_012220065.1_02104","GCF_012220405.1_02074"
"rpsK","","30S ribosomal protein S11","6","6","1","1","1661","","","","383","383","383","GCF_002310475.1_00829","GCF_010669245.1_02037","GCF_012219705.1_02218","GCF_012219925.1_00355","GCF_012220065.1_02086","GCF_012220405.1_02056"
"ptcB","","PTS system galactose-specific EIIB component","6","6","1","1","3122","","","","302","302","302","GCF_002310475.1_01782","GCF_010669245.1_00292","GCF_012219705.1_00792","GCF_012219925.1_00963","GCF_012220065.1_00766","GCF_012220405.1_00698"
"group_2870","","hypothetical protein","6","6","1","1","3664","","","","593","593","593","GCF_002310475.1_00416","GCF_010669245.1_01089","GCF_012219705.1_01757","GCF_012219925.1_01882","GCF_012220065.1_01656","GCF_012220405.1_01637"
"hisI","","Phosphoribosyl-AMP cyclohydrolase","6","6","1","1","1214","","","","365","365","365","GCF_002310475.1_01070","GCF_010669245.1_01704","GCF_012219705.1_00076","GCF_012219925.1_00052","GCF_012220065.1_00051","GCF_012220405.1_00052"
"ispE","","4-diphosphocytidyl-2-C-methyl-D-erythritol kinase","6","6","1","1","1626","","","","851","851","851","GCF_002310475.1_00864","GCF_010669245.1_02002","GCF_012219705.1_02253","GCF_012219925.1_00320","GCF_012220065.1_02121","GCF_012220405.1_02091"
"group_2873","","hypothetical protein","6","6","1","1","2429","","","","236","236","236","GCF_002310475.1_02035","GCF_010669245.1_00548","GCF_012219705.1_01194","GCF_012219925.1_01362","GCF_012220065.1_01077","GCF_012220405.1_01178"
"rsfS","","Ribosomal silencing factor RsfS","6","6","1","1","1339","","","","356","356","356","GCF_002310475.1_00936","GCF_010669245.1_01905","GCF_012219705.1_02326","GCF_012219925.1_00244","GCF_012220065.1_02193","GCF_012220405.1_02167"
"group_2875","","hypothetical protein","6","6","1","1","2993","","","","623","623","623","GCF_002310475.1_01640","GCF_010669245.1_01119","GCF_012219705.1_00654","GCF_012219925.1_00805","GCF_012220065.1_00628","GCF_012220405.1_00559"
"frr","","Ribosome-recycling factor","6","6","1","1","1483","","","","557","557","557","GCF_002310475.1_00654","GCF_010669245.1_02205","GCF_012219705.1_02015","GCF_012219925.1_02231","GCF_012220065.1_01901","GCF_012220405.1_01896"
"yxeM","","putative amino-acid-binding protein YxeM","6","6","1","1","3265","","","","848","848","848","GCF_002310475.1_01147","GCF_010669245.1_01658","GCF_012219705.1_00164","GCF_012219925.1_00117","GCF_012220065.1_00104","GCF_012220405.1_00103"
"glnM","","putative glutamine ABC transporter permease protein GlnM","6","6","1","1","528","","","","683","683","683","GCF_002310475.1_00530","GCF_010669245.1_00022","GCF_012219705.1_01885","GCF_012219925.1_02082","GCF_012220065.1_01776","GCF_012220405.1_01760"
"mgtA","","Magnesium-transporting ATPase, P-type 1","6","6","1","1","3418","","","","1832","2573","2439","GCF_002310475.1_01365","GCF_010669245.1_01417","GCF_012219705.1_00380","GCF_012219925.1_00568","GCF_012220065.1_00352","GCF_012220405.1_00330"
"group_2884","","hypothetical protein","6","6","1","1","2988","","","","176","176","176","GCF_002310475.1_01385","GCF_010669245.1_01397","GCF_012219705.1_00400","GCF_012219925.1_00589","GCF_012220065.1_00374","GCF_012220405.1_00351"
"group_2885","","hypothetical protein","6","6","1","1","513","","","","338","338","338","GCF_002310475.1_00515","GCF_010669245.1_00038","GCF_012219705.1_01870","GCF_012219925.1_02067","GCF_012220065.1_01761","GCF_012220405.1_01745"
"smpB","","SsrA-binding protein","6","6","1","1","4079","","","","470","470","470","GCF_002310475.1_00156","GCF_010669245.1_00819","GCF_012219705.1_01487","GCF_012219925.1_01619","GCF_012220065.1_01439","GCF_012220405.1_01424"
"gmuR","","HTH-type transcriptional regulator GmuR","6","6","1","1","1964","","","","719","719","719","GCF_002310475.1_00031","GCF_010669245.1_00716","GCF_012219705.1_01388","GCF_012219925.1_01100","GCF_012220065.1_01336","GCF_012220405.1_01318"
"rplR","","50S ribosomal protein L18","6","6","1","1","1653","","","","347","347","347","GCF_002310475.1_00837","GCF_010669245.1_02029","GCF_012219705.1_02226","GCF_012219925.1_00347","GCF_012220065.1_02094","GCF_012220405.1_02064"
"group_2889","","hypothetical protein","6","6","1","1","3078","","","","287","287","287","GCF_002310475.1_01743","GCF_010669245.1_00248","GCF_012219705.1_00754","GCF_012219925.1_00914","GCF_012220065.1_00728","GCF_012220405.1_00660"
"rpsS","","30S ribosomal protein S19","6","6","1","1","1642","","","","278","278","278","GCF_002310475.1_00848","GCF_010669245.1_02018","GCF_012219705.1_02237","GCF_012219925.1_00336","GCF_012220065.1_02105","GCF_012220405.1_02075"
"dnaC","","Replicative DNA helicase","6","6","1","1","3048","","","","1361","1361","1361","GCF_002310475.1_01694","GCF_010669245.1_00197","GCF_012219705.1_00705","GCF_012219925.1_00862","GCF_012220065.1_00679","GCF_012220405.1_00611"
"yodC","","Putative NAD(P)H nitroreductase YodC","6","6","1","1","4061","","","","635","635","635","GCF_002310475.1_00139","GCF_010669245.1_00802","GCF_012219705.1_01470","GCF_012219925.1_01600","GCF_012220065.1_01422","GCF_012220405.1_01406"
"dgs","","Processive diacylglycerol alpha-glucosyltransferase","6","6","1","1","3250","","","","998","998","998","GCF_002310475.1_01162","GCF_010669245.1_01643","GCF_012219705.1_00179","GCF_012219925.1_00132","GCF_012220065.1_00119","GCF_012220405.1_00118"
"gatC_1","","Glutamyl-tRNA(Gln) amidotransferase subunit C","6","6","1","1","3358","","","","293","293","293","GCF_002310475.1_01347","GCF_010669245.1_01443","GCF_012219705.1_00360","GCF_012219925.1_00543","GCF_012220065.1_00307","GCF_012220405.1_00306"
"whiA","","putative cell division protein WhiA","6","6","1","1","4126","","","","905","905","905","GCF_002310475.1_02186","GCF_010669245.1_00679","GCF_012219705.1_01345","GCF_012219925.1_01145","GCF_012220065.1_01295","GCF_012220405.1_01280"
"group_2896","","hypothetical protein","6","6","1","1","1772","","","","1946","1946","1946","GCF_002310475.1_00052","GCF_010669245.1_00742","GCF_012219705.1_01408","GCF_012219925.1_01076","GCF_012220065.1_01356","GCF_012220405.1_01339"
"der","","GTPase Der","6","6","1","1","3060","","","","1310","1310","1310","GCF_002310475.1_01704","GCF_010669245.1_00208","GCF_012219705.1_00715","GCF_012219925.1_00872","GCF_012220065.1_00689","GCF_012220405.1_00621"
"acpP_1","","Acyl carrier protein","6","6","1","1","3756","","","","227","227","227","GCF_002310475.1_00335","GCF_010669245.1_01015","GCF_012219705.1_01691","GCF_012219925.1_01794","GCF_012220065.1_01591","GCF_012220405.1_01572"
"pepV_1","","Beta-Ala-Xaa dipeptidase","6","6","1","1","735","","","","1154","1343","1311","GCF_002310475.1_01409","GCF_010669245.1_01372","GCF_012219705.1_00483","GCF_012219925.1_00614","GCF_012220065.1_00398","GCF_012220405.1_00376"
"leuD","","3-isopropylmalate dehydratase small subunit","6","6","1","1","1125","","","","590","590","590","GCF_002310475.1_00498","GCF_010669245.1_00058","GCF_012219705.1_01853","GCF_012219925.1_02049","GCF_012220065.1_01744","GCF_012220405.1_01728"
"tmk","","Thymidylate kinase","6","6","1","1","525","","","","647","647","647","GCF_002310475.1_00527","GCF_010669245.1_00025","GCF_012219705.1_01882","GCF_012219925.1_02079","GCF_012220065.1_01773","GCF_012220405.1_01757"
"rplN","","50S ribosomal protein L14","6","6","1","1","1648","","","","368","368","368","GCF_002310475.1_00842","GCF_010669245.1_02024","GCF_012219705.1_02231","GCF_012219925.1_00342","GCF_012220065.1_02099","GCF_012220405.1_02069"
"recA","","Protein RecA","6","6","1","1","1409","","","","1172","1172","1172","GCF_002310475.1_01311","GCF_010669245.1_01480","GCF_012219705.1_00323","GCF_012219925.1_00500","GCF_012220065.1_00270","GCF_012220405.1_00270"
"rpsP","","30S ribosomal protein S16","6","6","1","1","2960","","","","278","278","278","GCF_002310475.1_01928","GCF_010669245.1_00437","GCF_012219705.1_01038","GCF_012219925.1_01491","GCF_012220065.1_00928","GCF_012220405.1_00949"
"group_2912","","hypothetical protein","6","6","1","1","1586","","","","209","209","209","GCF_002310475.1_00897","GCF_010669245.1_01966","GCF_012219705.1_02288","GCF_012219925.1_00285","GCF_012220065.1_02154","GCF_012220405.1_02126"
"group_2913","","hypothetical protein","6","6","1","1","1633","","","","194","194","194","GCF_002310475.1_00857","GCF_010669245.1_02009","GCF_012219705.1_02246","GCF_012219925.1_00327","GCF_012220065.1_02114","GCF_012220405.1_02084"
"group_2914","","hypothetical protein","6","6","1","1","2016","","","","572","572","572","GCF_002310475.1_01913","GCF_010669245.1_00419","GCF_012219705.1_01023","GCF_012219925.1_01507","GCF_012220065.1_00913","GCF_012220405.1_00932"
"group_2915","","putative tautomerase","6","6","1","1","642","","","","188","188","188","GCF_002310475.1_00444","GCF_010669245.1_00136","GCF_012219705.1_01786","GCF_012219925.1_01982","GCF_012220065.1_01683","GCF_012220405.1_01666"
"group_2916","","hypothetical protein","6","6","1","1","1700","","","","566","566","566","GCF_002310475.1_00798","GCF_010669245.1_02070","GCF_012219705.1_02187","GCF_012219925.1_02393","GCF_012220065.1_02052","GCF_012220405.1_02025"
"atpF","","ATP synthase subunit b","6","6","1","1","3797","","","","509","509","509","GCF_002310475.1_00304","GCF_010669245.1_00984","GCF_012219705.1_01660","GCF_012219925.1_01752","GCF_012220065.1_01559","GCF_012220405.1_01541"
"rpsU","","30S ribosomal protein S21","6","6","1","1","1330","","","","176","176","176","GCF_002310475.1_00928","GCF_010669245.1_01914","GCF_012219705.1_02318","GCF_012219925.1_00253","GCF_012220065.1_02185","GCF_012220405.1_02159"
"rplC","","50S ribosomal protein L3","6","6","1","1","1638","","","","623","623","623","GCF_002310475.1_00852","GCF_010669245.1_02014","GCF_012219705.1_02241","GCF_012219925.1_00332","GCF_012220065.1_02109","GCF_012220405.1_02079"
"mtlR_1","","Transcriptional regulator MtlR","6","6","1","1","760","","","","1196","1970","1753","GCF_002310475.1_01416","GCF_010669245.1_01361","GCF_012219705.1_00490","GCF_012219925.1_00623","GCF_012220065.1_00405","GCF_012220405.1_00388"
"tuf","","Elongation factor Tu","6","6","1","1","1838","","","","1196","1196","1196","GCF_002310475.1_01629","GCF_010669245.1_01158","GCF_012219705.1_00643","GCF_012219925.1_00794","GCF_012220065.1_00617","GCF_012220405.1_00548"
"group_2921","","hypothetical protein","6","6","1","1","749","","","","212","212","212","GCF_002310475.1_01426","GCF_010669245.1_01351","GCF_012219705.1_00500","GCF_012219925.1_00634","GCF_012220065.1_00415","GCF_012220405.1_00398"
"rplS","","50S ribosomal protein L19","6","6","1","1","3900","","","","347","347","347","GCF_002310475.1_00219","GCF_010669245.1_00892","GCF_012219705.1_01574","GCF_012219925.1_01665","GCF_012220065.1_01473","GCF_012220405.1_01456"
"nusG","","Transcription termination/antitermination protein NusG","6","6","1","1","1634","","","","593","593","593","GCF_002310475.1_00856","GCF_010669245.1_02010","GCF_012219705.1_02245","GCF_012219925.1_00328","GCF_012220065.1_02113","GCF_012220405.1_02083"
"scaC","","Manganese import ATP-binding protein ScaC","6","6","1","1","2999","","","","755","755","755","GCF_002310475.1_01645","GCF_010669245.1_01114","GCF_012219705.1_00659","GCF_012219925.1_00811","GCF_012220065.1_00633","GCF_012220405.1_00564"
"prs","","Ribose-phosphate pyrophosphokinase","6","6","1","1","3106","","","","983","983","983","GCF_002310475.1_01765","GCF_010669245.1_00274","GCF_012219705.1_00775","GCF_012219925.1_00946","GCF_012220065.1_00749","GCF_012220405.1_00681"
"hisE","","Phosphoribosyl-ATP pyrophosphatase","6","6","1","1","1215","","","","314","314","314","GCF_002310475.1_01071","GCF_010669245.1_01703","GCF_012219705.1_00077","GCF_012219925.1_00053","GCF_012220065.1_00052","GCF_012220405.1_00053"
"pyrR","","Bifunctional protein PyrR","6","6","1","1","1988","","","","524","524","524","GCF_002310475.1_01875","GCF_010669245.1_00383","GCF_012219705.1_00987","GCF_012219925.1_01546","GCF_012220065.1_00877","GCF_012220405.1_00891"
"metF","","5,10-methylenetetrahydrofolate reductase","6","6","1","1","3666","","","","869","869","869","GCF_002310475.1_00414","GCF_010669245.1_01087","GCF_012219705.1_01755","GCF_012219925.1_01880","GCF_012220065.1_01654","GCF_012220405.1_01635"
"atpD","","ATP synthase subunit beta","6","6","1","1","3801","","","","1412","1412","1412","GCF_002310475.1_00300","GCF_010669245.1_00980","GCF_012219705.1_01656","GCF_012219925.1_01748","GCF_012220065.1_01555","GCF_012220405.1_01537"
"xseB","","Exodeoxyribonuclease 7 small subunit","6","6","1","1","3846","","","","218","218","218","GCF_002310475.1_00254","GCF_010669245.1_00931","GCF_012219705.1_01609","GCF_012219925.1_01701","GCF_012220065.1_01508","GCF_012220405.1_01492"
"lrgA","","Antiholin-like protein LrgA","6","6","1","1","4132","","","","362","362","362","GCF_002310475.1_02181","GCF_010669245.1_00674","GCF_012219705.1_01340","GCF_012219925.1_01153","GCF_012220065.1_01290","GCF_012220405.1_01275"
"atpH","","ATP synthase subunit delta","6","6","1","1","3798","","","","527","527","527","GCF_002310475.1_00303","GCF_010669245.1_00983","GCF_012219705.1_01659","GCF_012219925.1_01751","GCF_012220065.1_01558","GCF_012220405.1_01540"
"group_2933","","hypothetical protein","6","6","1","1","3189","","","","1052","1052","1052","GCF_002310475.1_01453","GCF_010669245.1_01323","GCF_012219705.1_00527","GCF_012219925.1_00664","GCF_012220065.1_00443","GCF_012220405.1_00426"
"scpB","","Segregation and condensation protein B","6","6","1","1","2436","","","","572","572","572","GCF_002310475.1_02042","GCF_010669245.1_00555","GCF_012219705.1_01201","GCF_012219925.1_01369","GCF_012220065.1_01084","GCF_012220405.1_01171"
"COQ5_2","","2-methoxy-6-polyprenyl-1,4-benzoquinol methylase, mitochondrial","6","6","1","1","1337","","","","755","755","755","GCF_002310475.1_00935","GCF_010669245.1_01906","GCF_012219705.1_02325","GCF_012219925.1_00245","GCF_012220065.1_02192","GCF_012220405.1_02166"
"rpsG","","30S ribosomal protein S7","6","6","1","1","429","","","","467","467","467","GCF_002310475.1_01185","GCF_010669245.1_01611","GCF_012219705.1_00210","GCF_012219925.1_02417","GCF_012220065.1_00152","GCF_012220405.1_00150"
"pth","","Peptidyl-tRNA hydrolase","6","6","1","1","1256","","","","569","569","569","GCF_002310475.1_01026","GCF_010669245.1_01748","GCF_012219705.1_00007","GCF_012219925.1_00007","GCF_012220065.1_00007","GCF_012220405.1_00007"
"mrnC","","Mini-ribonuclease 3","6","6","1","1","1830","","","","398","398","398","GCF_002310475.1_01637","GCF_010669245.1_01150","GCF_012219705.1_00651","GCF_012219925.1_00802","GCF_012220065.1_00625","GCF_012220405.1_00556"
